1574264381376	1574279869376	0
1574312828376	1574349838376	0
1574398249376	1574428734376	0
1574437372376	1574448664376	0
1574494200377	1574521200377	0
1574531634377	1574543674377	0
1574583312377	1574622232377	0
1574666746377	1574703579377	0
1574753290378	1574789550378	0
1574839796378	1574876194378	0
1574926380378	1574962453378	0
1575012805378	1575049439378	0
1575098540378	1575125978378	0
1575135748380	1575148381380	0
1575190267380	1575226455380	0
1575271769380	1575308400380	0
1575358776381	1575394964381	0
1575444720381	1575480895381	0
1575531100381	1575568683381	0
1575617502381	1575653886381	0
1575702483381	1575731398381	0
1575739650381	1575754270381	0
1575792053382	1575825578382	0
1575866655382	1575897229382	0
1575904906382	1575919114382	0
1575952887382	1575983082382	0
1575990518383	1576007217383	0
1576039654383	1576069462383	0
1576077628383	1576093398383	0
1576125872383	1576155958383	0
1576164512383	1576171804383	0
1576212208383	1576242321383	0
1576251644384	1576268880384	0
1576307171384	1576336127384	0
1576345349384	1576353921384	0
1576396825384	1576438385384	0
1576481500384	1576514479384	0
1576567995385	1576603407385	0
1576654250386	1576690614386	0
1576741091386	1576776644386	0
1576827292386	1576862290386	0
1576870566386	1576882740386	0
1576921366386	1576948970386	0
1577003668386	1577041373386	0
1577094385387	1577131597387	0
1577180222387	1577219566387	0
1577264443387	1577298870387	0
1577350963387	1577387348387	0
1577437918387	1577473209387	0
1577522362387	1577559318387	0
1577610976387	1577647127387	0
1577691226388	1577717440388	0
1577767756388	1577820359388	0
1577875592388	1577909646388	0
1577950949388	1577987000388	0
1578036642388	1578071519388	0
1578129674388	1578174290388	0
1578212942390	1578254334390	0
1578296044390	1578331025390	0
1578382882390	1578418247390	0
1578468730391	1578504993391	0
1578555405391	1578591427391	0
1578641592391	1578676920391	0
1578727652391	1578755126391	0
1578765422391	1578783553391	0
1578819119391	1578858018391	0
1578892671391	1578920701391	0
1578928707391	1578944941391	0
1578977434392	1579007436392	0
1579014365392	1579032220392	0
1579063900392	1579093417392	0
1579102016392	1579118804392	0
1579150231392	1579180476392	1
1579236895392	1579266217392	0
1579273796393	1579290087393	0
1579331705393	1579359879393	0
1579369625393	1579382692393	0
1579423287393	1579459746393	0
1579505386393	1579541578393	0
1579591976394	1579628070394	0
1579678293394	1579714538394	0
1579764637394	1579800277394	0
1579851353394	1579887358394	0
1579937368394	1579964575394	0
1579974635394	1579988532394	0
1580028915394	1580061142394	0
1580101345395	1580130218395	0
1580138070395	1580154039395	0
1580188783395	1580216617395	0
1580226046395	1580239637395	0
1580273602395	1580302808395	0
1580312150395	1580324887395	0
1580360363395	1580389632395	0
1580398654396	1580412965396	0
1580446718396	1580475867396	0
1580485690396	1580501581396	0
1580541583397	1580569677397	0
1580580408397	1580594524397	0
1580632511397	1580669585397	0
1580714916397	1580751014397	0
1580801461397	1580837633397	0
1580888355397	1580923974397	0
1580974047398	1581010778398	0
1581060531398	1581096047398	0
1581147082398	1581174746398	0
1581185296398	1581200857398	0
1581237118398	1581275082398	0
1581319665398	1581356475398	0
1581406177398	1581442186398	0
1581492521399	1581528526399	0
1581579075399	1581615254399	0
1581665476399	1581701720399	0
1581751433400	1581779023400	0
1581787895400	1581801772400	0
1581841371400	1581880084400	0
1581914768400	1581944599400	0
1581954509400	1581962884400	0
1581999404400	1582031434400	0
1582097462400	1582133513400	0
1582184053401	1582220058401	0
1582270147401	1582306381401	0
1582355574401	1582383902401	0
1582393478401	1582397102401	0
1582447018401	1582485348401	0
1582529288401	1582565446401	0
1582615683402	1582649101402	0
1582702345402	1582738366402	0
1582788568402	1582824584402	0
1582875000402	1582911062402	0
1582960519402	1582988575402	0
1583050867402	1583090155402	0
1583133979402	1583170450402	0
1583220634402	1583256753402	0
1583306967403	1583343518403	0
1583393415403	1583429550403	0
1583479721403	1583515886403	0
1583565341403	1583593367403	0
1583657018403	1583694958403	0
1583738953403	1583775067403	0
1583825559403	1583861498403	0
1583911969403	1583948058403	0
1583998243404	1584034343404	0
1584084855404	1584120765404	0
1584182051404	1584212053404	0
1584261917405	1584296809405	0
1584343778406	1584379673406	0
1584430112406	1584466114406	0
1584516647406	1584552649406	0
1584602966406	1584639023406	0
1584689349406	1584725515406	0
1584783639406	1584816198406	0
1584868590406	1584903858406	0
1584952367407	1584988435407	0
1585043262407	1585067051407	1
1585128214407	1585160737407	0
1585213395407	1585249010407	0
1585299733407	1585330845407	0
1585382256407	1585420063407	0
1585470354407	1585503296407	0
1585550005407	1585586107407	0
1585636118408	1585672353408	0
1585722530408	1585758579408	0
1585808959408	1585845252408	0
1585895317408	1585931423408	0
1585982694409	1586022316409	0
1586073802409	1586107450409	0
1586154458409	1586189764409	0
1586241056409	1586276023409	0
1586327354409	1586358061409	0
1586413651409	1586448644409	0
1586504509409	1586543933409	0
1586592160410	1586626712410	0
1586679347410	1586715242410	0
1586766376410	1586795255410	0
1586837952410	1586863813410	0
1586922520410	1586950623410	0
1587010713410	1587036723410	0
1587095464410	1587123085410	0
1587196220410	1587227658410	0
1587282264411	1587320857411	0
1587367436411	1587404140411	0
1587455331411	1587488311411	0
1587539637411	1587580620411	0
1587627360411	1587660810411	0
1587715875411	1587752291411	0
1587801674411	1587830255411	0
1587889623412	1587919879412	0
1587959449412	1587982489412	0
1588046054412	1588065836412	0
1588081140412	1588087901412	0
1588166735412	1588182449412	0
1588231231412	1588259192412	0
1588317536412	1588353109412	0
1588404323412	1588437277412	0
1588495316413	1588531345413	0
1588578496413	1588616473413	0
1588667094413	1588704302413	0
1588753494413	1588777534413	0
1588839703413	1588868505413	0
1588928223413	1588960431413	0
1589014254413	1589047373413	0
1589100473414	1589132182414	0
1589205249414	1589216793414	0
1589291076414	1589294535414	0
1589341793414	1589366155414	0
1589463569414	1589480222414	0
1589550932414	1589572991414	0
1589613308414	1589649833414	0
1589701851414	1589737558414	0
1589789852415	1589826335415	0
1589876624416	1589910170416	0
1589962619416	1589992273416	0
1590049195416	1590083221416	0
1590138200416	1590170829416	0
1590224708416	1590257953416	0
1590308678416	1590332245416	0
1590414321417	1590435724417	0
1590502272417	1590516241417	0
1590588338417	1590601780417	0
1590680373417	1590691659417	0
1590761865417	1590773996417	0
1590826538417	1590859798417	0
1590915027417	1590947531417	0
1590998297417	1591040949417	0
1591083994417	1591119089417	0
1591173075418	1591209403418	0
1591258656418	1591273497418	0
1591346214418	1591367729418	0
1591437585418	1591462216418	0
1591522791418	1591556532418	0
1591623921418	1591644564418	0
1591711647418	1591730935418	0
1591799446419	1591810183419	0
1591883675419	1591899199419	0
