1565372813192	1565386335192	0
1565510365331	1565524614331	0
1565616851331	1565626570331	0
1565668620332	1565685900332	0
1565755349332	1565774280332	0
1565841955332	1565863335332	0
1565928981333	1565949634333	0
1566031298333	1566055455333	0
1566113834334	1566137483334	0
1566200826334	1566226464334	0
1566289545335	1566314210335	0
1566374283335	1566396570335	0
1566462393336	1566481551336	0
1566546983336	1566571060336	0
1566633363336	1566660597336	0
1566719794337	1566747912337	0
1566806118337	1566830824337	0
1566892719338	1566917000338	0
1566981465338	1567003971338	0
1567065856338	1567092121338	0
1567152170339	1567177643339	0
1567241439339	1567268530339	0
1567323218340	1567352266340	0
1567410883340	1567440102340	0
1567498285341	1567527341341	0
1567579227341	1567609929341	0
1567665807342	1567696836342	0
1567751692342	1567782932342	0
1567841101343	1567874214343	0
1567929114344	1567959799344	0
1568001153345	1568026365345	0
1568088942346	1568118392346	0
1568175424346	1568203907346	0
1568260270347	1568290780347	0
1568346811347	1568378220347	0
1568448231348	1568480800348	0
1568530148348	1568560869348	0
1568606244349	1568636643349	0
1568692357349	1568720725349	0
1568778982349	1568809142349	0
1568865357350	1568891509350	0
1568951795350	1568980814350	0
1569064056350	1569093770350	0
1569136910351	1569166239351	0
1569223675351	1569256594351	0
1569311555351	1569341705351	0
1569393868351	1569428334351	0
1569482631352	1569517519352	0
1569569487353	1569600543353	0
1569651694353	1569679200353	0
1569691257354	1569697127354	0
1569741148354	1569778065354	0
1569824768354	1569858340354	0
1569911329354	1569945900354	0
1569997998355	1570032264355	0
1570084087357	1570119679357	0
1570170547357	1570205262357	0
1570253458357	1570294123357	0
1570348491358	1570379861358	0
1570420521358	1570456846358	0
1570507107358	1570543543358	0
1570593688359	1570634300359	0
1570680041359	1570715576359	0
1570766357361	1570802594361	0
1570861853361	1570897145361	0
1570946647361	1570986995361	0
1571034574362	1571070511362	0
1571120881362	1571157092362	0
1571207314362	1571243736362	0
1571293832363	1571330455363	0
1571380141363	1571415944363	0
1571465632363	1571494078363	0
1571503404364	1571507210364	0
1571557542364	1571590536364	0
1571639580364	1571675427364	0
1571725988364	1571762462364	0
1571816132365	1571853020365	0
1571898691366	1571935042366	0
1571984858366	1572021796366	0
1572071013366	1572098804366	0
1572107845367	1572120680367	0
1572164982367	1572198720367	0
1572238221367	1572276169367	0
1572324521367	1572354510367	0
1572364721368	1572374728368	0
1572409114368	1572442113368	0
1572507182368	1572543261368	0
1572598400369	1572635289369	0
1572682803369	1572719986369	0
1572773703369	1572803504369	0
1572852564370	1572888785370	0
1572939099370	1572975754370	0
1572985150370	1572989875370	0
1573025580370	1573061700370	0
1573112194371	1573148405371	0
1573198818371	1573234600371	0
1573283886371	1573311652371	0
1573324825371	1573338072371	0
1573375993371	1573412534371	1
1573447847372	1573478977372	0
1573485011372	1573497849372	0
1573534117372	1573571697372	0
1573620961373	1573651538373	0
1573659356373	1573674915373	0
1573716705373	1573760778373	0
1573807276373	1573841226373	0
1573888609373	1573917035373	0
1573926808374	1573941103374	0
1573980750374	1574017026374	0
1574052509374	1574082398374	0
1574092639374	1574107910374	0
1574139311374	1574169179374	0
1574178626375	1574193053375	0
1574225209376	1574254994376	0
